RevenueID,ME_DATE_SEIZEDDEFENDANT_S_NAME,ME_DATE_RECEIVED,ME_DEFENDANT_S_NAME,ME_DOCKET_NO,ME_ASSETS_SEIZED,ME_CURRENCY_SEIZED,ME_DISTRIBUTION_BY_AGENCY,ME_PROSECUTOR,ME_DATE_OF_FINAL_ORDER,ME_sheet,ME_position_1,ID,STATE,RevenueID2,YEAR,UNIT_TYPE,PROP_TYPE,REV,PROCD_TYPE,CONV_TYPE,CASE_NO
23361,,,REDACTION,HANSCCR-16-,Phantom Pro 3 Drone,,Hancock County SO 100%,"Patrick Larson, AAG",,3,38,361,ME,23361,,OTHER,,,,,HANSCCR-16-
23362,,,REDACTION,HANSCCR-16-,AR 15 rifle w/seven mags. ,,Hancock County SO 100%,"Patrick Larson, AAG",,3,39,362,ME,23362,,OTHER,,,,,HANSCCR-16-
23363,,,REDACTION,HANSCCR-16-,34 Mossburg 12 gauge pump shotgun,,Hancock County SO 100%,"Patrick Larson, AAG",,3,40,363,ME,23363,,OTHER,,,,,HANSCCR-16-
23364,,,REDACTION,HANSCCR-16-,AK 47 w/5 metal mags & 75 drum mags,,MDEA - Destroy,"Patrick Larson, AAG",,3,41,364,ME,23364,,OTHER,,,,,HANSCCR-16-
23365,,,REDACTION,HANSCCR-16-,Sig Sauer Rifle,,Hancock County SO 100%,"Patrick Larson, AAG",,3,42,365,ME,23365,,OTHER,,,,,HANSCCR-16-
23366,,,REDACTION,HANSCCR-16-,Browning .308 rifle,,Hancock County SO 100%,"Patrick Larson, AAG",,3,43,366,ME,23366,,OTHER,,,,,HANSCCR-16-
23367,,,REDACTION,HANSCCR-16-,Remington .30/06 bolt action rifle,,Hancock County SO 100%,"Patrick Larson, AAG",,3,44,367,ME,23367,,OTHER,,,,,HANSCCR-16-
23368,,,REDACTION,HANSCCR-16-,.40 cal. S & W w/2 mags,,MDEA - Destroy,"Patrick Larson, AAG",,3,45,368,ME,23368,,OTHER,,,,,HANSCCR-16-
23369,,,REDACTION,HANSCCR-16-,Sig Sauer 9mm pistol,,MDEA - Destroy,"Patrick Larson, AAG",,3,46,369,ME,23369,,OTHER,,,,,HANSCCR-16-
23370,,,REDACTION,HANSCCR-16-,Kimber Eclipse Custom .45 cal. Handgun,,MDEA - Destroy,"Patrick Larson, AAG",,3,47,370,ME,23370,,OTHER,,,,,HANSCCR-16-
23371,,,REDACTION,HANSCCR-16-,Rock Island .45 handgun,,MDEA - Destroy,"Patrick Larson, AAG",,3,48,371,ME,23371,,OTHER,,,,,HANSCCR-16-
23372,,,REDACTION,HANSCCR-16-,.357 Ruger handgun,,MDEA - Destroy,"Patrick Larson, AAG",,3,49,372,ME,23372,,OTHER,,,,,HANSCCR-16-
23373,,,REDACTION,HANSCCR-16-,Beretta 9mm,,MDEA - Destroy,"Patrick Larson, AAG",,3,50,373,ME,23373,,OTHER,,,,,HANSCCR-16-
23374,,,REDACTION,HANSCCR-16-,Winchester 30/30 rifle,,Hancock County SO 100%,"Patrick Larson, AAG",,3,51,374,ME,23374,,OTHER,,,,,HANSCCR-16-
23375,,,REDACTION,HANSCCR-16-,Marlin 30-30 rifle,,Hancock County SO 100%,"Patrick Larson, AAG",,3,52,375,ME,23375,,OTHER,,,,,HANSCCR-16-
23376,,,REDACTION,HANSCCR-16-,Savage .22 rifle,,Hancock County SO 100%,"Patrick Larson, AAG",,3,53,376,ME,23376,,OTHER,,,,,HANSCCR-16-
23377,,,REDACTION,HANSCCR-16-,Savage lever action rifle,,Hancock County SO 100%,"Patrick Larson, AAG",,3,54,377,ME,23377,,OTHER,,,,,HANSCCR-16-
23378,,,REDACTION,HANSCCR-16-,Ruger AR rifle,,Hancock County SO 100%,"Patrick Larson, AAG",,3,55,378,ME,23378,,OTHER,,,,,HANSCCR-16-
23379,,,REDACTION,HANSCCR-16-,2 Gun safes,,Hancock County SO 100%,"Patrick Larson, AAG",,3,56,379,ME,23379,,OTHER,,,,,HANSCCR-16-
23380,,,REDACTION,HANSCCR-16-,127 boxes ammunition,,Hancock County SO 100%,"Patrick Larson, AAG",,3,57,380,ME,23380,,OTHER,,,,,HANSCCR-16-
23381,,,REDACTION,HANSCCR-16-,Generator,,Hancock County SO 100%,"Patrick Larson, AAG",,3,58,381,ME,23381,,OTHER,,,,,HANSCCR-16-
23382,,,REDACTION,HANSCCR-16-,"2012 Mercedes-Benz Suv ($50,000 value)",,Hancock County SO 100%,"Patrick Larson, AAG",,3,59,382,ME,23382,,OTHER,,,,,HANSCCR-16-
23383,,,REDACTION,HANSCCR-16-,"2015 GMC Sierra ($47,000 value)",,Hancock County SO 100%,"Patrick Larson, AAG",,3,60,383,ME,23383,,OTHER,,,,,HANSCCR-16-
23384,12/10/2014,2/5/2016 0:00,REDACTION,PENSCCR-14-4519,,"$1,190.00 ",Bangor PD 100%,"Patrick Larson, AAG",8/15/2016,3,61,384,ME,23384,2016,PROPERTY,CURRENCY,1190,,,PENSCCR-14-4519
23385,1/28/2016,2/5/2016 0:00,REDACTION,PENSCCR-16-387,,"$1,217.00 ",MDEA 100%,"Janice Stuver, AAG",,3,62,385,ME,23385,,OTHER,,,,,PENSCCR-16-387
23386,2/3/2016,2/5/2016 0:00,REDACTION,PENSCCR-16-543,,"$7,053.00 ",MDEA 100%,"Janice Stuver, AAG",,3,63,386,ME,23386,,OTHER,,,,,PENSCCR-16-543
23387,3/6/2015,2/1/2016 0:00,REDACTION,CUMSCCR-15-2959,,"$1,858.00 ",MDEA 100%,"Lea-Anne Sutton, AAG",,3,64,387,ME,23387,,OTHER,,,,,CUMSCCR-15-2959
23388,10/8/2014,2/5/2016 0:00,REDACTION,PENSCCR-14-3766,2005 Nissan Maxima,"$10,684.00 ",MSP 100%,"Patrick Larson, AAG",3/7/2016,3,65,388,ME,23388,2016,PROPERTY,CURRENCY,10684,,,PENSCCR-14-3766
23389,12/22/2015,2/8/2016 0:00,REDACTION,OXFSCCR-15-503,,$510.00 ,MSP 100%,"David Fisher, AAG",11/28/2016,3,66,389,ME,23389,2016,PROPERTY,CURRENCY,510,,,OXFSCCR-15-503
23390,2/1/2016,2/8/2016 0:00,REDACTION,LEWDCCR-16-1003,,"$2,600.00 ",Lewiston PD 100%,"Lisa Bogue, Asst. DA",7/6/2017,3,67,390,ME,23390,2017,PROPERTY,CURRENCY,2600,,,LEWDCCR-16-1003
23391,2/3/2016,2/10/2016 0:00,REDACTION,ANDROSCCR-16-387,,"$10,875.00 ",MDEA 50%; Lewiston PD 50%,"Johanna Gauvreau, AAG",7/7/2016,3,68,391,ME,23391,2016,PROPERTY,CURRENCY,10875,,,ANDROSCCR-16-387
23392,10/15/2015,2/10/2016 0:00,REDACTION,ANDROSCCR-15-1611,,"$1,150.00 ",MDEA 100%,"Johanna Gauvreau, AAG",6/28/2016,3,69,392,ME,23392,2016,PROPERTY,CURRENCY,1150,,,ANDROSCCR-15-1611
23393,2/8/2016,2/11/2016 0:00,REDACTION,,,"$3,450.00 ",MDEA 50%; Sanford PD 50%,"Raphaelle Silver, AAG",,3,70,393,ME,23393,,OTHER,,,,,
23394,10/20/2015,2/23/2016 0:00,REDACTION,OXFSCCR-15-334,,$809.00 ,Norway PD 100%,"David Fisher, AAG",3/18/2016,3,71,394,ME,23394,2016,PROPERTY,CURRENCY,809,,,OXFSCCR-15-334
23395,10/21/2013,2/24/2016 0:00,REDACTION,PENSCCR-13-3974,2004 Audi,,MSP 100%,"Patrick Larson, AAG",3/3/2016,3,72,395,ME,23395,2016,OTHER,,,,,PENSCCR-13-3974
23396,1/28/2016,2/25/2016 0:00,REDACTION,KENNSCCR-16-227,HiPoint .380 cal. Handgun/ Cobra 38 cal. ,$530.00 ,MDEA 100%,"Katie Sibley, AAG",,3,73,396,ME,23396,,OTHER,,,,,KENNSCCR-16-227
23397,,2/25/2016 0:00,REDACTION,KENNSCCR-16-231/239,HiPoint .380 cal. Handgun/ Cobra 38 cal. ,,MDEA 100%,"Katie Sibley, AAG",10/11/2017,3,74,397,ME,23397,2017,OTHER,,,,,KENNSCCR-16-231/239
23398,1/28/2016,2/25/2016 0:00,REDACTION,KENNSCCR-16-228,2 firearms,"$1,340.00 ",Kennebec County SO 100%; MDEA (firearms),"Katie Sibley, AAG",1/9/2019,3,75,398,ME,23398,2019,PROPERTY,CURRENCY,1340,,,KENNSCCR-16-228
23399,1/28/2016,2/25/2026 0:00,REDACTION,KENNSCCR-16-263,Beretta semi-automatic,,MDEA 100%,"Katie Sibley, AAG",12/2/2016,3,76,399,ME,23399,2016,OTHER,,,,,KENNSCCR-16-263
23400,7/27/2015,3/4/2016 0:00,REDACTION,CUMSCCR-15-4403,,$720.00 ,MDEA 100%,"Lea-Anne Sutton, AAG",,3,77,400,ME,23400,,OTHER,,,,,CUMSCCR-15-4403
23401,10/31/2015,3/4/2016 0:00,REDACTION,SAGSCCV-,,"$17,200.00 ",Sagadahoc County SO 100%,"Geoff Rushlau, DA",,3,78,401,ME,23401,,OTHER,,,,,SAGSCCV-
23402,2/17/2016,3/7/2016 0:00,REDACTION,KNOSCCR-16-200,,$834.00 ,Knox SO 100%,"Katie Sibley, AAG",7/26/2016,3,79,402,ME,23402,2016,PROPERTY,CURRENCY,834,,,KNOSCCR-16-200
23403,12/16/2015,3/9/2016 0:00,REDACTION,ANDSCCR-15-2251,,$606.00 ,Lewiston PD 100%,"Joanna Gauvreau, AAG",5/18/2017,3,80,403,ME,23403,2017,PROPERTY,CURRENCY,606,,,ANDSCCR-15-2251
23404,3/6/2015,3/10/2016 0:00,REDACTION,KENNSCCV-16-,,"$15,714.00 ",Winthrop PD 100%,"Paul Cavanaugh, DDA",,3,81,404,ME,23404,,OTHER,,,,,KENNSCCV-16-
23405,2/26/2015,3/11/2016 0:00,REDACTION,ANDROSCCR-15-298,,"$6,000 ",Sabattus PD 100%,"David Fisher, AAG",6/16/2016,3,82,405,ME,23405,2016,PROPERTY,CURRENCY,6000,,,ANDROSCCR-15-298
23406,6/4/2015,3/21/2016 0:00,REDACTION,CUMSCCR-15-5554,,$657.00 ,MDEA 100%,"Lea-Anne Sutton, AAG",,3,83,406,ME,23406,,OTHER,,,,,CUMSCCR-15-5554
23407,2/10/2016,3/23/2016 0:00,REDACTION,LINSCCR-16-117,,"$2,098.00 ",State Police 40%; Knox County SO 30%; Lincoln County SO 30%,"Johnathan Nathans, AAG",9/30/2016,3,84,407,ME,23407,2016,PROPERTY,CURRENCY,2098,,,LINSCCR-16-117
23408,2/10/2016,3/23/2016 0:00,REDACTION,LINSCCR-16-118,,"$4,351.00 ",MDEA 50%; MSP 25%; Knox SO 25%,"Johnathan Nathans, AAG",,3,85,408,ME,23408,,OTHER,,,,,LINSCCR-16-118
23409,3/9/2016,3/10/2016 0:00,REDACTION,SAGASCCR-16-183,,"$2,359.00 ",Topsham PD 25%; Bath PD 25%; Sagadahoc SO 50%,"Johnathan Nathans, AAG",10/7/2016,3,86,409,ME,23409,2016,PROPERTY,CURRENCY,2359,,,SAGASCCR-16-183
23410,2/25/2016,3/22/2016 0:00,REDACTION,HanSCCR-16-223,,"$1,000.00 ",Hancock County SO 100%,"Janice Stuver, AAG",12/22/2016,3,87,410,ME,23410,2016,PROPERTY,CURRENCY,1000,,,HanSCCR-16-223
23411,3/9/2016,3/22/2016 0:00,REDACTION,,,"$10,362.00 ",MDEA 50%; Penobscot County SO 50%,"Patrick Larson, AAG",,3,88,411,ME,23411,,OTHER,,,,,
23412,9/11/2015,3/17/2016 0:00,REDACTION,ANDROSCCR-15-1277,,"$1,561.00 ",Auburn PD 100%,"Joanna Gauvreau, AAG",9/26/2016,3,89,412,ME,23412,2016,PROPERTY,CURRENCY,1561,,,ANDROSCCR-15-1277
23413,2/25/2016,3/23/2016 0:00,REDACTION,ANDROSCCR-16-,,$921.00 ,Lewiston PD 100%,"Joanna Gauvreau, AAG",,3,90,413,ME,23413,,OTHER,,,,,ANDROSCCR-16-
23414,3/16/2016,3/23/2016 0:00,REDACTION,FRANSCCR-16-283 & 284,,"$6,083.00 ",MDEA 75%; Wilton PD 25%,"David Fisher, AAG",,3,91,414,ME,23414,,OTHER,,,,,FRANSCCR-16-283 & 284
23415,1/21/2016,3/18/2016 0:00,REDACTION,PENOBSCCR-16-245,,"$5,727.00 ",,"Patrick Larson, AAG",,3,92,415,ME,23415,,OTHER,,,,,PENOBSCCR-16-245
23416,3/17/2016,3/18/2016 0:00,REDACTION,,,"$2,000.00 ",,"Johnathan Nathans, AAG",,3,93,416,ME,23416,,OTHER,,,,,
23417,3/5/2016,3/18/2016 0:00,REDACTION,PENOBSCCR-16-995 & 996,,"$1,505.00 ",Penobscot County SO 100%,"Patrick Larson, AAG",,3,94,417,ME,23417,,OTHER,,,,,PENOBSCCR-16-995 & 996
23418,9/18/2013,11/12/2013 0:00,REDACTION,YORSCCR-14-65,,"$19,935.00 ","$1,350 MDEA 100%; $18,485 - MDEA 70%; Biddeford PD 30%","Raphaelle Silver, AAG",,3,95,418,ME,23418,,OTHER,,,,,YORSCCR-14-65
23419,11/8/2014,3/31/2016 0:00,REDACTION,HANSCCR-14-1327,,$497.00 ,Hancock County SO 100%,"Patrick Larson, AAG/Nathans",4/14/2016,3,96,419,ME,23419,2016,PROPERTY,CURRENCY,497,,,HANSCCR-14-1327
23420,3/30/2016,4/5/2016 0:00,REDACTION,,,"$1,085.00 ",Brewer PD 100%,,,3,97,420,ME,23420,,OTHER,,,,,
23421,3/14/2016,4/15/2016 0:00,REDACTION,,,"$1,524.00 ",MDEA 100%,"Johnathan Nathans, AAG",,3,98,421,ME,23421,,OTHER,,,,,
23422,3/3/2016,4/15/2016 0:00,REDACTION,PENSCCR-16-797,,$751.00 ,MDEA 100%,"Johnathan Nathans, AAG",,3,99,422,ME,23422,,OTHER,,,,,PENSCCR-16-797
23423,4/14/2016,4/20/2016 0:00,REDACTION,YORKSCCR-16-,12 firearms,,MDEA 100%,"Raphaelle Silver, AAG",,3,100,423,ME,23423,,OTHER,,,,,YORKSCCR-16-
23424,4/14/2016,4/20/2016 0:00,REDACTION,YORKSCCR-16-,,"$1,917.00 ",MSP 50%; MDEA 50%,"Raphaelle Silver, AAG",,3,101,424,ME,23424,,OTHER,,,,,YORKSCCR-16-
23425,2/25/2013,8/22/2013 0:00,REDACTION,ANDSCCR-13-911,,"$6,341.00 ",Auburn PD 100%,"David Fisher, AAG",5/13/2016,3,102,425,ME,23425,2016,PROPERTY,CURRENCY,6341,,,ANDSCCR-13-911
23426,1/28/2016,5/3/2016 0:00,REDACTION,,2013 Audi Van,,MDEA 100%,"Johnathan Nathans, AAG",,3,103,426,ME,23426,,OTHER,,,,,
23427,3/23/2016,5/4/2016 0:00,REDACTION,KENNSCCR-16-651,,"$3,834.00 ",MDEA 100%,"Katie Sibley, AAG",5/18/2017,3,104,427,ME,23427,2017,PROPERTY,CURRENCY,3834,,,KENNSCCR-16-651
23428,3/8/2016,5/10/2016 0:00,REDACTION,SOMERSETCV-16-4,,"$11,077.00 ","Somerset County $6,077.00/return $5,000.00","Brent Davis, ADA",,3,105,428,ME,23428,,OTHER,,,,,SOMERSETCV-16-4
23429,3/28/2016,5/10/2016 0:00,REDACTION,KNOSCCR-16- ,2001 Dodge Pickup,,MSP 100%,"John Risler, AAG",,3,106,429,ME,23429,,OTHER,,,,,KNOSCCR-16- 
23430,11/13/2015,5/11/2016 0:00,REDACTION,ANDROSCCR-16-1418,,$810.00 ,Lewiston PD 100%,"Johanna Gauvreau, AAG",6/23/2016,3,107,430,ME,23430,2016,PROPERTY,CURRENCY,810,,,ANDROSCCR-16-1418
23431,2/1/2014,5/20/2016 0:00,REDACTION,FRANKLINSCCR-14-107,,$985.00 ,Jay PD 100%,"David Fisher, AAG",6/17/2016,3,108,431,ME,23431,2016,PROPERTY,CURRENCY,985,,,FRANKLINSCCR-14-107
23432,2/9/2015,5/20/2016 0:00,REDACTION,FRANKLINSCCR-15-428,,"$1,750.00 ",Franklin  County SO 50%; Jay PD 50%,"David Fisher, AAG",12/16/2016,3,109,432,ME,23432,2016,PROPERTY,CURRENCY,1750,,,FRANKLINSCCR-15-428
23433,10/13/2012,11/20/2012 0:00,REDACTION,ANDSCCR-13-400,,"$1,056.00 ",MDEA 50%; Lewiston PD 50%,"Johanna Gauvreau, AAG",5/16/2016,3,110,433,ME,23433,2016,PROPERTY,CURRENCY,1056,,,ANDSCCR-13-400
23434,7/22/2015,5/25/2016 0:00,REDACTION,SOMERSETCR-15-686,.25 cal Phoenix Arms Raven firearm,,Somerset County 100%,"Brent Davis, ADA",,3,111,434,ME,23434,,OTHER,,,,,SOMERSETCR-15-686
23435,3/16/2011,5/26/2016 0:00,REDACTION,KENNSCCV-16-,,$660.00 ,Oakland PD 100%,"Paul Cavanaugh, DDA",,3,112,435,ME,23435,,OTHER,,,,,KENNSCCV-16-
23436,6/10/2015,5/27/2016 0:00,REDACTION,CUMUCCCR-15-5537,,"$2,459.00 ","$2,459.00 MDEA 75%; Portland PD 25%","Lea-Anne Sutton, AAG",,3,113,436,ME,23436,,OTHER,,,,,CUMUCCCR-15-5537
23437,5/21/2014,5/27/2016 0:00,REDACTION,CUMUCCCR-14-1063,,"$1,132.00 ",MDEA 100%,"Lea-Anne Sutton, AAG",,3,114,437,ME,23437,,OTHER,,,,,CUMUCCCR-14-1063
23438,1/6/2016,6/2/2016 0:00,REDACTION,FRANKSCCR-16-21,2004 Mazda,,Farmington PD 100%,"David Fisher, AAG",12/23/2016,3,115,438,ME,23438,2016,OTHER,,,,,FRANKSCCR-16-21
23439,5/4/2016,6/2/2016 0:00,REDACTION,ANDSCCR-16-1472,,$815.00 ,MDEA 100%,"Johanna Gauvreau, AAG",1/31/2017,3,116,439,ME,23439,2017,PROPERTY,CURRENCY,815,,,ANDSCCR-16-1472
23440,5/18/2016,6/2/2016 0:00,REDACTION,KNOSCCR-16-562,2003 Chevy Monte Carlo,,MSP 100%,"John Risler, AAG",12/6/2016,3,117,440,ME,23440,2016,OTHER,,,,,KNOSCCR-16-562
23441,5/25/2016,6/2/2016 0:00,REDACTION,OXFSCCR-16-30352,,"$1,395.00 ",Oxford SO 50%; Mexico PD 50%,"David Fisher, AAG",5/9/2018,3,118,441,ME,23441,2018,PROPERTY,CURRENCY,1395,,,OXFSCCR-16-30352
23442,4/5/2016,4/11/2016 0:00,REDACTION,SAGASCCR-16-,,$710.00 ,Bath PD 100%,"Johnathan Nathans, AAG",10/2/18 money returned,3,119,442,ME,23442,,OTHER,,,,,SAGASCCR-16-
23443,10/23/2014,6/13/2016 0:00,REDACTION,PENOBSCCR-14-4351/3885,,"$4,032.00 ",40% MSP; 40% Probation; 20% Penobscot County SO,"Marianne Lynch, ADA",,3,120,443,ME,23443,,OTHER,,,,,PENOBSCCR-14-4351/3885
23444,3/20/2014,6/13/2016 0:00,REDACTION,PENOBSCCR-14-1680,,$230.00 ,University of Maine PD,"Alice Clifford, ADA",,3,121,444,ME,23444,,OTHER,,,,,PENOBSCCR-14-1680
23445,4/13/2008,6/13/2016 0:00,REDACTION,PENOBSCCR-09-386,,"$6,170.00 ",MSP Special Investigations Unit 100%,"Alice Clifford, ADA",,3,122,445,ME,23445,,OTHER,,,,,PENOBSCCR-09-386
23446,6/13/2016,6/17/2016 0:00,REDACTION,SAGASCCR-16-512,,"$2,355.00 ",MDEA 34%; Bath PD 33%; Sagadahoc County SO 33%,"Johnathan Nathans, AAG",10/13/2017,3,123,446,ME,23446,2017,PROPERTY,CURRENCY,2355,,,SAGASCCR-16-512
23447,7/30/2015,6/22/2016 0:00,REDACTION,CUMSCCR-15-4998,,"$7,700.00 ","MDEA $5,700; Portland PD $1,000; So. Portland PD $1,000","Lea-Anne Sutton, AAG",,3,124,447,ME,23447,,OTHER,,,,,CUMSCCR-15-4998
23448,8/21/2015,6/23/2016 0:00,REDACTION,CUMSCCR-15-5860,,"$5,080.00 ","MDEA $4,080.00; So. Portland PD $1,000.00","Lea-Anne Sutton, AAG",,3,125,448,ME,23448,,OTHER,,,,,CUMSCCR-15-5860
23449,4/20/2016,6/30/2016 0:00,REDACTION,CUMSCCR-16-2301,,$923.00 ,MDEA 100%,"Lea-Anne Sutton, AAG",,3,126,449,ME,23449,,OTHER,,,,,CUMSCCR-16-2301
23450,6/21/2016,7/6/2016 0:00,REDACTION,OXFSCCR-16-337,,"$1,600.00 ",Norway PD 50%; Oxford PD 50%,"David Fisher, AAG",2/16/2016,3,127,450,ME,23450,2016,PROPERTY,CURRENCY,1600,,,OXFSCCR-16-337
23451,1/12/2015,7/22/2016 0:00,REDACTION,WALSCCR-15-002,,$504.00 ,MSP 100%,"William Entwisle, ADA",,3,128,451,ME,23451,,OTHER,,,,,WALSCCR-15-002
23452,7/15/2016,7/25/2016 0:00,REDACTION,YORKSCCR-16-611,,"$4,431.00 ",MDEA 50%; Saco PD 50%,"Raphaelle Silver, AAG",4/3/2017,3,129,452,ME,23452,2017,PROPERTY,CURRENCY,4431,,,YORKSCCR-16-611
23453,7/15/2016,7/25/2016 0:00,REDACTION,YORKSCCR-16-588,,"$10,926.00 ",MDEA 50%; OOB PD 50%,"Raphaelle Silver, AAG",6/20/2017,3,130,453,ME,23453,2017,PROPERTY,CURRENCY,10926,,,YORKSCCR-16-588
23454,,7/27/2016 0:00,REDACTION,SOMCV-15-32,,"$35,401.00 ",Somerset County SO 100%,"Brent Davis, ADA",,3,131,454,ME,23454,,OTHER,,,,,SOMCV-15-32
23455,,,REDACTION,SOMCV-15-32,2008 Nissan Altima,,Somerset County SO 100%,"Brent Davis, ADA",,3,132,455,ME,23455,,OTHER,,,,,SOMCV-15-32
23456,,,REDACTION,SOMCV-15-32,2014 Honda TRX 4-Wheeler,,Somerset County SO 100%,"Brent Davis, ADA",,3,133,456,ME,23456,,OTHER,,,,,SOMCV-15-32
23457,,,REDACTION,SOMCV-15-32,2015 Polaris 4-Wheeler,,Somerset County SO 100%,"Brent Davis, ADA",,3,134,457,ME,23457,,OTHER,,,,,SOMCV-15-32
23458,,,REDACTION,SOMCV-15-32,16' flatbed trailer,,Somerset County SO 100%,"Brent Davis, ADA",,3,135,458,ME,23458,,OTHER,,,,,SOMCV-15-32
23459,8/4/2016,8/5/2016 0:00,REDACTION,YORKSCCR-16-656,,"$48,452.00 ",Biddeford PD 100%,"Raphaelle Silver, AAG",1/24/2018,3,136,459,ME,23459,2018,PROPERTY,CURRENCY,48452,,,YORKSCCR-16-656
23460,8/4/2016,8/5/2016 0:00,REDACTION,YORKSCCR-16-655,,"$16,449.00 ",Biddeford PD 100%,"Nick Heimbach, ADA",9/18/2017,3,137,460,ME,23460,2017,PROPERTY,CURRENCY,16449,,,YORKSCCR-16-655
23461,8/4/2016,8/5/2016 0:00,REDACTION,YORKSCCR-16-657,,"$3,583.00 ",Biddeford PD 100%,"Raphaelle Silver, AAG",5/8/2017,3,138,461,ME,23461,2017,PROPERTY,CURRENCY,3583,,,YORKSCCR-16-657
23462,7/21/2016,8/10/2016 0:00,REDACTION,SAGSCCR-16-616,2008 Nissan Altima,,Bath PD 100%,"Johnathan Nathans, AAG",4/21/2017,3,139,462,ME,23462,2017,OTHER,,,,,SAGSCCR-16-616
23463,8/27/2015,8/11/2016 0:00,REDACTION,CUMCR-15-5189,,"$1,096.00 ",MDEA 100%,"Lea-Anne Sutton, AAG",,3,140,463,ME,23463,,OTHER,,,,,CUMCR-15-5189
23464,8/12/2016,8/15/2016 0:00,REDACTION,KENUCCCR-16-2030,,"$1,670.00 ",Augusta PD $686.50; MDEA $965.50,"Katie Sibley, AAG",2/27/2017,3,141,464,ME,23464,2017,PROPERTY,CURRENCY,1670,,,KENUCCCR-16-2030
23465,8/12/2016,8/16/2016 0:00,REDACTION,ANDSCCR-16-2647,,$765.00 ,MDEA 100%,"Johanna Gauvreau, AAG",10/2/2017,3,142,465,ME,23465,2017,PROPERTY,CURRENCY,765,,,ANDSCCR-16-2647
23466,8/12/2016,8/16/2016 0:00,REDACTION,ANDSCCR-16-2648,,"$5,600.00 ",MDEA 50%; Lewiston PD 50%,"Johanna Gauvreau, AAG",4/5/2017,3,143,466,ME,23466,2017,PROPERTY,CURRENCY,5600,,,ANDSCCR-16-2648
23467,8/4/2016,8/17/2016 0:00,REDACTION,KNOXSCCR-16-856,,$750.00 ,Rockland PD 100%,"John Risler, AAG",10/24/2017,3,144,467,ME,23467,2017,PROPERTY,CURRENCY,750,,,KNOXSCCR-16-856
23468,9/7/2016,9/9/2016 0:00,REDACTION,YORKSCCR-16-,2004 Chevy pick-up,,Kennebunk PD 100%,"Karen Dostaler, AAG",3/24/2017,3,145,468,ME,23468,2017,OTHER,,,,,YORKSCCR-16-
23469,9/7/2016,9/9/2016 0:00,REDACTION,YORKSCCR-16-,,"$6,472.00 ",MDEA 75%; Kennebunk PD 25%,"Karen Dostaler, AAG",3/24/2017,3,146,469,ME,23469,2017,PROPERTY,CURRENCY,6472,,,YORKSCCR-16-
23470,9/1/2016,9/9/2016 0:00,REDACTION,OXFSCCR-16-30600,,"$1,685.00 ",MDEA 50%; Rumford PD 50%,"David Fisher, AAG",9/30/2019,3,147,470,ME,23470,2019,PROPERTY,CURRENCY,1685,,,OXFSCCR-16-30600
23471,9/7/2016,9/9/2016 0:00,REDACTION,WALDOSCCR-16-749,,$574.00 ,MDEA 100%,"John Risler, AAG",12/30/2019,3,148,471,ME,23471,2019,PROPERTY,CURRENCY,574,,,WALDOSCCR-16-749
23472,5/18/2016,9/12/2016 0:00,REDACTION,CUMSCCR-16-2911,,"$1,118.00 ",Gorham PD 100%,"Lea-Anne Sutton, AAG",,3,149,472,ME,23472,,OTHER,,,,,CUMSCCR-16-2911
23473,7/8/2016,,REDACTION,KENNSCCR-16-1650/1647,,"$2,158.00 ",MDEA 50%; Winthrop PD 50%,"Katie Sibley, AAG",12/20/2017,3,150,473,ME,23473,2017,PROPERTY,CURRENCY,2158,,,KENNSCCR-16-1650/1647
23474,5/5/2016,9/28/2016 0:00,REDACTION,CUMBSCCR-16-2644,.40 cal. M&P firearm,,MDEA 100%,"Lea-Anne Sutton, AAG",,3,151,474,ME,23474,,OTHER,,,,,CUMBSCCR-16-2644
23475,3/8/2013,9/30/2016 0:00,REDACTION,CUMBSCCR-13-1583,,"$1,954.00 ",MDEA 100%,"Lea-Anne Sutton, AAG",,3,152,475,ME,23475,,OTHER,,,,,CUMBSCCR-13-1583
23476,8/1/2016,10/3/2016 0:00,REDACTION,CUMBSCCR-16-4594,,"$2,146.00 ",MDEA 50%; Cumberland County SO 50%,"Lea-Anne Sutton, AAG",,3,153,476,ME,23476,,OTHER,,,,,CUMBSCCR-16-4594
23477,9/17/2015,10/4/2016 0:00,REDACTION,WALSCCR-16-366,,$845.00 ,MDEA 100%,"Neil McLean, ADA",,3,154,477,ME,23477,,OTHER,,,,,WALSCCR-16-366
23478,9/12/2016,9/29/2016 0:00,REDACTION,WALDOSCCR-16-756,,"$1,409.00 ",MDEA 50%; Belfast PD 50%,"John Risler, AAG",4/30/2018,3,155,478,ME,23478,2018,PROPERTY,CURRENCY,1409,,,WALDOSCCR-16-756
23479,9/23/2016,9/29/2016 0:00,REDACTION,OXFSCCR-16-30647,,"$4,460.00 ",MDEA 100%,"David Fisher, AAG",2/5/2018,3,156,479,ME,23479,2018,PROPERTY,CURRENCY,4460,,,OXFSCCR-16-30647
23480,9/23/2016,9/29/2016 0:00,REDACTION,OXFSCCR-16-30649,,"$3,630.00 ",MDEA 100%,"David Fisher, AAG",12/14/2018,3,157,480,ME,23480,2018,PROPERTY,CURRENCY,3630,,,OXFSCCR-16-30649
